,teamname,league,result,firstdragon,firstherald,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons,heralds,firsttower,dragon_buff,infernal_buff,mountain_buff,cloud_buff,ocean_buff,chemtech_buff,hextech_buff,herald_firsttower
214,Jin Air Green Wings,LCK,0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
215,SK Telecom T1,LCK,1,1.0,0.0,1.0,0.0,1.0,1.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
226,Vici Gaming,LPL,1,1.0,0.0,2.0,0.0,0.0,2.0,,,4.0,0.0,1.0,1,1,0,0,1,0,0,0
227,Suning,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
250,DWG KIA,LCK,1,0.0,1.0,1.0,1.0,1.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
251,Gen.G,LCK,0,1.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
262,Vici Gaming,LPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
263,Suning,LPL,1,1.0,1.0,1.0,0.0,0.0,2.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
274,Invictus Gaming,LPL,1,1.0,1.0,1.0,1.0,2.0,0.0,,,4.0,,,1,0,0,1,0,0,0,0
275,Oh My God,LPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,0
286,Gen.G,LCK,0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
287,DWG KIA,LCK,1,0.0,1.0,1.0,0.0,0.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
298,Oh My God,LPL,0,1.0,1.0,1.0,0.0,1.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
299,Invictus Gaming,LPL,1,0.0,0.0,2.0,0.0,0.0,0.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
310,KT Rolster,LCK,1,1.0,1.0,0.0,3.0,1.0,0.0,,,4.0,1.0,1.0,1,0,1,0,0,0,0,1
311,Hanwha Life Esports,LCK,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
322,FTV Esports,VCS,1,0.0,1.0,1.0,0.0,1.0,0.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
323,Cherry Esports,VCS,0,1.0,0.0,0.0,1.0,2.0,0.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
334,Hanwha Life Esports,LCK,1,1.0,1.0,0.0,1.0,3.0,1.0,,,5.0,1.0,1.0,1,0,0,1,0,0,0,1
335,KT Rolster,LCK,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
346,G-Rex,LMS,0,1.0,1.0,0.0,0.0,2.0,2.0,,,4.0,1.0,1.0,1,0,0,1,1,0,0,1
347,J Team,LMS,1,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
358,KT Rolster,LCK,0,0.0,0.0,1.0,1.0,0.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
359,Hanwha Life Esports,LCK,1,1.0,1.0,1.0,0.0,0.0,2.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
370,Cherry Esports,VCS,0,0.0,0.0,1.0,0.0,0.0,3.0,,,4.0,0.0,0.0,1,0,0,0,1,0,0,0
371,FTV Esports,VCS,1,1.0,1.0,1.0,0.0,0.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
382,J Team,LMS,1,1.0,1.0,2.0,1.0,2.0,0.0,,,5.0,1.0,0.0,1,1,0,1,0,0,0,0
383,G-Rex,LMS,0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
394,Kingzone DragonX,LCK,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
395,Griffin,LCK,1,1.0,1.0,0.0,0.0,1.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
406,ahq eSports Club,LMS,0,1.0,0.0,0.0,0.0,2.0,0.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
407,MAD Team,LMS,1,0.0,1.0,0.0,0.0,0.0,2.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
418,Sky Gaming,VCS,1,1.0,1.0,0.0,0.0,2.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
419,GAM Esports,VCS,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
430,Griffin,LCK,1,0.0,1.0,1.0,2.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
431,Kingzone DragonX,LCK,0,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
442,GAM Esports,VCS,1,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
443,Sky Gaming,VCS,0,1.0,0.0,0.0,2.0,0.0,1.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
454,MAD Team,LMS,1,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
455,ahq eSports Club,LMS,0,1.0,0.0,0.0,1.0,0.0,2.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
466,Sky Gaming,VCS,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
467,GAM Esports,VCS,1,0.0,1.0,1.0,2.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
478,Cloud9 Academy,LCSA,1,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
479,Team Liquid Academy,LCSA,0,1.0,1.0,0.0,1.0,2.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
490,TSM Academy,LCSA,1,0.0,1.0,1.0,1.0,1.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
491,100 Thieves Academy,LCSA,0,1.0,0.0,2.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
502,CLG Academy,LCSA,1,0.0,1.0,1.0,2.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
503,OpTic Gaming Academy,LCSA,0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
514,FlyQuest Academy,LCSA,1,0.0,0.0,0.0,0.0,2.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
515,Golden Guardians Academy,LCSA,0,1.0,1.0,2.0,0.0,1.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
526,Clutch Gaming Academy,LCSA,1,0.0,1.0,0.0,0.0,0.0,3.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
527,Echo Fox Academy,LCSA,0,1.0,0.0,0.0,0.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
538,Legacy Esports,OPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
539,Gravitas,OPL,1,1.0,1.0,3.0,2.0,0.0,0.0,,,5.0,1.0,1.0,1,1,1,0,0,0,0,1
550,MAMMOTH,OPL,0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
551,Bombers,OPL,1,1.0,1.0,0.0,0.0,2.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
562,Gen.G,LCK,0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
563,Liiv SANDBOX,LCK,1,1.0,1.0,0.0,0.0,0.0,3.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
574,Avant Gaming,OPL,1,1.0,1.0,3.0,0.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
575,ORDER,OPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
586,Dire Wolves,OPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
587,Chiefs Esports Club,OPL,1,1.0,0.0,0.0,3.0,0.0,1.0,,,4.0,0.0,1.0,1,0,1,0,0,0,0,0
598,Alpha Esports,LMS,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
599,Dragon Gate Team,LMS,1,1.0,1.0,0.0,1.0,0.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
610,Phong Vũ Buffalo,VCS,1,1.0,1.0,1.0,0.0,0.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
611,CERBERUS Esports,VCS,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
622,Liiv SANDBOX,LCK,1,1.0,1.0,1.0,1.0,0.0,2.0,,,4.0,1.0,1.0,1,0,0,0,1,0,0,1
623,Gen.G,LCK,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
634,Topsports Gaming,LPL,0,1.0,0.0,0.0,0.0,2.0,1.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
635,Victory Five,LPL,1,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
646,Alpha Esports,LMS,1,1.0,0.0,0.0,0.0,0.0,2.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
647,Dragon Gate Team,LMS,0,0.0,1.0,0.0,0.0,2.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
658,CERBERUS Esports,VCS,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
659,Phong Vũ Buffalo,VCS,1,1.0,1.0,1.0,0.0,2.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
670,Kwangdong Freecs,LCK,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
671,SK Telecom T1,LCK,1,1.0,0.0,0.0,3.0,1.0,0.0,,,4.0,0.0,1.0,1,0,1,0,0,0,0,0
682,Victory Five,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0,0,0,0,0,0,0,1
683,Topsports Gaming,LPL,1,1.0,0.0,1.0,0.0,2.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
694,Alpha Esports,LMS,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
695,Dragon Gate Team,LMS,1,1.0,0.0,0.0,0.0,1.0,1.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
706,Victory Five,LPL,0,0.0,1.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
707,Topsports Gaming,LPL,1,1.0,0.0,0.0,1.0,0.0,1.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
718,EDward Gaming,LPL,1,1.0,1.0,1.0,0.0,0.0,3.0,,,4.0,1.0,1.0,1,0,0,0,1,0,0,1
719,Snake Esports,LPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
730,SK Telecom T1,LCK,1,1.0,1.0,1.0,0.0,1.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
731,Kwangdong Freecs,LCK,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
742,Friends Forever Gaming,VCS,1,0.0,1.0,1.0,1.0,0.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
743,EVOS Esports,VCS,0,1.0,0.0,2.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
754,Hong Kong Attitude,LMS,0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
755,Flash Wolves,LMS,1,0.0,1.0,2.0,0.0,1.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
766,Snake Esports,LPL,1,0.0,1.0,1.0,0.0,0.0,2.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
767,EDward Gaming,LPL,0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
778,EVOS Esports,VCS,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
779,Friends Forever Gaming,VCS,1,1.0,1.0,0.0,1.0,2.0,1.0,,,4.0,1.0,1.0,1,0,0,1,0,0,0,1
790,Hong Kong Attitude,LMS,1,1.0,0.0,0.0,0.0,2.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
791,Flash Wolves,LMS,0,0.0,1.0,0.0,1.0,0.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
802,Snake Esports,LPL,1,1.0,0.0,3.0,1.0,0.0,1.0,,,5.0,0.0,1.0,1,1,0,0,0,0,0,0
803,EDward Gaming,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
814,Flash Wolves,LMS,1,1.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
815,Hong Kong Attitude,LMS,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
826,Fnatic,LEC,0,0.0,1.0,0.0,1.0,1.0,0.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
827,SK Gaming,LEC,1,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
838,Splyce,LEC,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
839,Excel Esports,LEC,0,1.0,1.0,2.0,0.0,2.0,0.0,,,4.0,1.0,1.0,1,1,0,1,0,0,0,1
850,Team Vitality,LEC,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
851,FC Schalke 04 Esports,LEC,1,1.0,0.0,0.0,1.0,1.0,1.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
862,Rogue,LEC,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
863,Misfits Gaming,LEC,1,1.0,1.0,3.0,1.0,0.0,0.0,,,4.0,1.0,1.0,1,1,0,0,0,0,0,1
874,Origen,LEC,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
875,G2 Esports,LEC,1,1.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
886,FlyQuest Academy,LCSA,1,1.0,0.0,1.0,1.0,1.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
887,OpTic Gaming Academy,LCSA,0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
898,Cloud9 Academy,LCSA,0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
899,100 Thieves Academy,LCSA,1,0.0,1.0,1.0,0.0,2.0,1.0,,,5.0,1.0,1.0,1,0,0,1,0,0,0,1
910,CLG Academy,LCSA,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
911,Team Liquid Academy,LCSA,1,1.0,0.0,1.0,0.0,2.0,0.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
922,Clutch Gaming Academy,LCSA,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
923,TSM Academy,LCSA,1,0.0,1.0,1.0,2.0,0.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
934,Echo Fox Academy,LCSA,1,1.0,1.0,0.0,3.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
935,Golden Guardians Academy,LCSA,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
946,Sengoku Gaming,LJL,1,0.0,0.0,1.0,0.0,1.0,0.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
947,AXIZ,LJL,0,1.0,1.0,0.0,2.0,1.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
958,ORDER,OPL,0,1.0,1.0,0.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
959,Bombers,OPL,1,0.0,0.0,1.0,0.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
970,AXIZ,LJL,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
971,Rascal Jester,LJL,1,1.0,1.0,1.0,0.0,1.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
982,Legacy Esports,OPL,1,1.0,1.0,0.0,2.0,0.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
983,Dire Wolves,OPL,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
994,Unsold Stuff Gaming,LJL,1,0.0,1.0,0.0,1.0,1.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
995,Rascal Jester,LJL,0,1.0,0.0,0.0,2.0,0.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1006,MAMMOTH,OPL,1,1.0,1.0,3.0,1.0,0.0,0.0,,,4.0,1.0,1.0,1,1,0,0,0,0,0,1
1007,Gravitas,OPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1018,DWG KIA,LCK,1,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
1019,KT Rolster,LCK,0,1.0,0.0,0.0,2.0,0.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1030,Sengoku Gaming,LJL,0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
1031,Unsold Stuff Gaming,LJL,1,1.0,0.0,2.0,1.0,1.0,0.0,,,4.0,0.0,0.0,1,1,0,0,0,0,0,0
1042,Avant Gaming,OPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0,0,0,0,0,0,0,1
1043,Chiefs Esports Club,OPL,1,1.0,0.0,0.0,2.0,1.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
1054,J Team,LMS,1,1.0,0.0,1.0,2.0,0.0,0.0,,,4.0,0.0,1.0,1,0,1,0,0,0,0,0
1055,ahq eSports Club,LMS,0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
1066,CERBERUS Esports,VCS,1,0.0,1.0,1.0,0.0,1.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
1067,FTV Esports,VCS,0,1.0,0.0,1.0,0.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1078,KT Rolster,LCK,0,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
1079,DWG KIA,LCK,1,0.0,0.0,2.0,0.0,0.0,2.0,,,4.0,0.0,1.0,1,1,0,0,1,0,0,0
1090,Burning Core,LJL,1,1.0,1.0,1.0,0.0,2.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
1091,V3 Esports,LJL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1102,Royal Youth,TCL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0,0,0,0,0,0,0,1
1103,SuperMassive Esports,TCL,1,1.0,0.0,0.0,0.0,2.0,2.0,,,4.0,0.0,0.0,1,0,0,1,1,0,0,0
1126,Griffin,LCK,1,1.0,0.0,0.0,1.0,2.0,0.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
1127,Jin Air Green Wings,LCK,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
1138,V3 Esports,LJL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1139,Crest Gaming Act,LJL,1,1.0,1.0,0.0,1.0,3.0,0.0,,,4.0,1.0,1.0,1,0,0,1,0,0,0,1
1150,FTV Esports,VCS,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
1151,CERBERUS Esports,VCS,1,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
1162,ahq eSports Club,LMS,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1163,J Team,LMS,1,0.0,1.0,0.0,2.0,0.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
1174,SinoDragon Gaming,LPL,1,1.0,1.0,2.0,0.0,0.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
1175,Team WE,LPL,0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1186,Galatasaray Esports,TCL,1,1.0,0.0,3.0,0.0,0.0,0.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
1187,Dark Passage,TCL,0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
1198,Flash Wolves,LMS,1,0.0,1.0,0.0,2.0,0.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
1199,MAD Team,LMS,0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1210,DetonatioN FocusMe,LJL,1,1.0,1.0,1.0,2.0,0.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
1211,Crest Gaming Act,LJL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0,0,0,0,0,0,0,0
