,teamname,league,result,firstdragon,firstherald,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons,heralds,firsttower,dragon_buff,infernal_buff,mountain_buff,cloud_buff,ocean_buff,chemtech_buff,hextech_buff,herald_firsttower
131,Supernova,CU,1,0.0,0.0,0.0,0.0,0.0,2.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
142,ANEW Blaze,CU,1,1.0,1.0,0.0,1.0,1.0,2.0,,,4.0,2.0,1.0,1,0,0,0,1,0,0,1
143,ConViction,CU,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
154,Supernova,CU,0,1.0,1.0,1.0,0.0,2.0,0.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
155,Cloud9 Amateur,CU,1,0.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
166,ANEW Rising,CU,1,1.0,0.0,0.0,1.0,2.0,1.0,,,5.0,1.0,1.0,1,0,0,1,0,0,0,1
167,Not Academy Team,CU,0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
178,Mirage Sport Électronique,CU,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
179,Super Sunshine Fruit Basket Warriors,CU,1,1.0,1.0,2.0,0.0,1.0,1.0,,,4.0,1.0,1.0,1,1,0,0,0,0,0,1
190,ConViction,CU,1,0.0,0.0,0.0,0.0,1.0,2.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
191,ANEW Blaze,CU,0,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
202,Cloud9 Amateur,CU,1,1.0,1.0,1.0,1.0,0.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
203,Supernova,CU,0,0.0,0.0,1.0,0.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
214,Super Sunshine Fruit Basket Warriors,CU,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0,0,0,0,0,0,0,0
215,Mirage Sport Électronique,CU,1,1.0,0.0,2.0,0.0,1.0,1.0,,,4.0,0.0,1.0,1,1,0,0,0,0,0,0
226,Not Academy Team,CU,1,1.0,1.0,1.0,0.0,2.0,1.0,,,4.0,1.0,1.0,1,0,0,1,0,0,0,1
227,ANEW Rising,CU,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
238,ANEW Blaze,CU,1,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
239,ConViction,CU,0,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
250,ANEW Blaze,CU,0,1.0,1.0,1.0,0.0,1.0,1.0,,,3.0,2.0,0.0,0,0,0,0,0,0,0,0
251,Not Academy Team,CU,1,0.0,0.0,3.0,0.0,0.0,0.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
262,Cloud9 Amateur,CU,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
263,Mirage Sport Électronique,CU,1,1.0,0.0,0.0,2.0,1.0,1.0,,,4.0,1.0,1.0,1,0,1,0,0,0,0,1
274,Not Academy Team,CU,1,1.0,1.0,1.0,1.0,0.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
275,ANEW Blaze,CU,0,0.0,0.0,0.0,0.0,0.0,2.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
286,Mirage Sport Électronique,CU,0,1.0,0.0,0.0,1.0,0.0,1.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
287,Cloud9 Amateur,CU,1,0.0,1.0,1.0,0.0,0.0,3.0,,,4.0,2.0,0.0,1,0,0,0,1,0,0,0
298,Cloud9 Amateur,CU,1,1.0,1.0,0.0,1.0,0.0,1.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
299,Mirage Sport Électronique,CU,0,0.0,0.0,0.0,0.0,2.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
310,Cloud9 Amateur,CU,0,0.0,1.0,2.0,0.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
311,Not Academy Team,CU,1,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
322,Not Academy Team,CU,1,1.0,1.0,0.0,1.0,1.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
323,Cloud9 Amateur,CU,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
334,Cloud9 Amateur,CU,1,0.0,1.0,2.0,1.0,0.0,0.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
335,Not Academy Team,CU,0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
346,Not Academy Team,CU,1,0.0,1.0,1.0,0.0,0.0,1.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
347,Cloud9 Amateur,CU,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
358,Team WE,LPL,1,1.0,0.0,0.0,1.0,1.0,1.0,,,3.0,,1.0,0,0,0,0,0,0,0,0
359,Rogue Warriors,LPL,0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,,0.0,0,0,0,0,0,0,0,0
370,Rogue Warriors,LPL,0,0.0,1.0,0.0,0.0,1.0,1.0,,,2.0,,1.0,0,0,0,0,0,0,0,0
371,Team WE,LPL,1,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,,0.0,0,0,0,0,0,0,0,0
382,Invictus Gaming,LPL,1,0.0,1.0,0.0,0.0,1.0,2.0,,,3.0,,1.0,0,0,0,0,0,0,0,0
383,JD Gaming,LPL,0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,,0.0,0,0,0,0,0,0,0,0
394,Invictus Gaming,LPL,1,1.0,0.0,2.0,1.0,0.0,1.0,,,4.0,,1.0,1,1,0,0,0,0,0,0
395,JD Gaming,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0,0,0,0,0,0,0,0
406,eStar,LPL,1,0.0,1.0,4.0,0.0,0.0,0.0,,,5.0,,1.0,1,1,0,0,0,0,0,0
407,Bilibili Gaming,LPL,0,1.0,0.0,0.0,0.0,1.0,1.0,,,2.0,,0.0,0,0,0,0,0,0,0,0
418,eStar,LPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0,0,0,0,0,0,0,0
419,Bilibili Gaming,LPL,1,1.0,1.0,2.0,1.0,0.0,1.0,,,4.0,,1.0,1,1,0,0,0,0,0,0
430,eStar,LPL,0,1.0,0.0,0.0,0.0,1.0,1.0,,,2.0,,0.0,0,0,0,0,0,0,0,0
431,Bilibili Gaming,LPL,1,0.0,1.0,0.0,1.0,0.0,1.0,,,2.0,,1.0,0,0,0,0,0,0,0,0
442,ThunderTalk Gaming,LPL,0,1.0,1.0,0.0,1.0,0.0,1.0,,,2.0,,0.0,0,0,0,0,0,0,0,0
443,Royal Never Give Up,LPL,1,0.0,0.0,0.0,0.0,2.0,0.0,,,2.0,,1.0,0,0,0,0,0,0,0,0
454,ThunderTalk Gaming,LPL,0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,,1.0,0,0,0,0,0,0,0,0
455,Royal Never Give Up,LPL,1,1.0,0.0,0.0,1.0,1.0,1.0,,,3.0,,0.0,0,0,0,0,0,0,0,0
466,Rejects Gaming,GLL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0,0,0,0,0,0,0,0
467,CowBoySquad Imperials Esports,GLL,1,1.0,0.0,2.0,1.0,0.0,1.0,,,4.0,0.0,1.0,1,1,0,0,0,0,0,0
478,KRC Genk Esports,BL,0,1.0,1.0,0.0,0.0,3.0,1.0,,,5.0,1.0,0.0,1,0,0,1,0,0,0,0
479,KV Mechelen Esports,BL,1,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
490,Rejects Gaming,GLL,0,1.0,0.0,1.0,0.0,1.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
491,CowBoySquad Imperials Esports,GLL,1,0.0,1.0,0.0,0.0,3.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
502,Team 7AM,BL,0,1.0,0.0,0.0,1.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
503,Ion Squad,BL,1,0.0,1.0,3.0,0.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
514,CowBoySquad Imperials Esports,GLL,1,0.0,1.0,1.0,2.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
515,Rejects Gaming,GLL,0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
526,KV Mechelen Esports,BL,1,1.0,1.0,0.0,1.0,1.0,2.0,,,5.0,2.0,0.0,1,0,0,0,1,0,0,0
527,Sector One,BL,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
538,Ion Squad,BL,1,0.0,1.0,0.0,0.0,1.0,2.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
539,4Elements Esports,BL,0,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
550,ANEW Rising,RCL,1,1.0,1.0,0.0,2.0,1.0,1.0,,,4.0,2.0,1.0,1,0,1,0,0,0,0,1
551,Wichita Wolves,RCL,0,0.0,0.0,0.0,3.0,0.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
562,100 Thieves Next,RCL,1,0.0,1.0,1.0,0.0,1.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
563,Dawn Esports,RCL,0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
574,Illinois State University,RCL,1,0.0,1.0,0.0,1.0,0.0,2.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
575,Mirage Élite,RCL,0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
586,Wildcard Gaming,RCL,1,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
587,Peak Performance Y,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
598,Peak Performance X,RCL,0,1.0,0.0,1.0,1.0,0.0,0.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
599,ANEW Blaze,RCL,1,0.0,1.0,0.0,0.0,2.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
610,Revival,RCL,1,0.0,1.0,0.0,1.0,3.0,0.0,,,4.0,1.0,1.0,1,0,0,1,0,0,0,1
611,Team Clarity,RCL,0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
622,Winthrop University,RCL,1,1.0,1.0,2.0,1.0,0.0,0.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
623,ReDefy Esports,RCL,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
634,Striking Vipers,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
635,Evil Geniuses Prodigies,RCL,1,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
646,BLACKLIST,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
647,Sign Us Please,RCL,1,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
658,FrostFire,RCL,0,1.0,0.0,1.0,1.0,0.0,1.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
659,Super Sunshine Fruit Basket Warriors,RCL,1,0.0,1.0,0.0,0.0,0.0,2.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
670,Not Academy Team,RCL,1,1.0,1.0,1.0,0.0,1.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
671,Wildcard Gaming Developmental,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
682,ConViction,RCL,0,1.0,1.0,1.0,0.0,3.0,0.0,,,4.0,2.0,0.0,1,0,0,1,0,0,0,0
683,Supernova,RCL,1,0.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
694,Barrage.NA,RCL,1,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
695,Crystal Cave Gaming Emerald,RCL,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
706,unknown team,RCL,1,1.0,1.0,0.0,1.0,1.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
707,Cloud9 Amateur,RCL,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
718,ANEW Esports,RCL,1,1.0,1.0,2.0,0.0,1.0,1.0,,,4.0,1.0,1.0,1,1,0,0,0,0,0,1
719,Chilly Mountain Wolves,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
730,Bay State College,RCL,0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
731,Mirage Sport Électronique,RCL,1,0.0,1.0,1.0,3.0,0.0,0.0,,,4.0,2.0,1.0,1,0,1,0,0,0,0,1
742,Evil Geniuses Prodigies,RCL,1,1.0,1.0,0.0,1.0,0.0,1.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
743,Striking Vipers,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
754,ReDefy Esports,RCL,0,1.0,1.0,0.0,1.0,0.0,1.0,,,2.0,2.0,0.0,0,0,0,0,0,0,0,0
755,Winthrop University,RCL,1,0.0,0.0,0.0,2.0,1.0,0.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
766,Not Academy Team,RCL,1,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,0,0,0,0,0,0,0,1
767,Wildcard Gaming Developmental,RCL,0,1.0,0.0,1.0,0.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
778,ANEW Blaze,RCL,1,0.0,1.0,0.0,1.0,0.0,1.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
779,Peak Performance X,RCL,0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
790,Dawn Esports,RCL,1,1.0,1.0,1.0,0.0,2.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
791,100 Thieves Next,RCL,0,0.0,0.0,0.0,0.0,2.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
802,BLACKLIST,RCL,0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
803,Sign Us Please,RCL,1,1.0,0.0,2.0,0.0,0.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
814,Peak Performance Y,RCL,0,1.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
815,Wildcard Gaming,RCL,1,0.0,1.0,0.0,0.0,3.0,1.0,,,4.0,2.0,1.0,1,0,0,1,0,0,0,1
826,Crystal Cave Gaming Emerald,RCL,0,0.0,0.0,0.0,0.0,0.0,2.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
827,Barrage.NA,RCL,1,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
838,Super Sunshine Fruit Basket Warriors,RCL,1,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
839,FrostFire,RCL,0,1.0,0.0,1.0,1.0,0.0,2.0,,,4.0,0.0,0.0,1,0,0,0,1,0,0,0
850,Team Clarity,RCL,0,0.0,1.0,0.0,1.0,0.0,0.0,,,1.0,2.0,0.0,0,0,0,0,0,0,0,0
851,Revival,RCL,1,1.0,0.0,0.0,2.0,1.0,1.0,,,4.0,0.0,1.0,1,0,1,0,0,0,0,0
862,Mirage Élite,RCL,1,1.0,1.0,3.0,1.0,0.0,0.0,,,5.0,1.0,0.0,1,1,0,0,0,0,0,0
863,Illinois State University,RCL,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
874,Cloud9 Amateur,RCL,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
875,unknown team,RCL,1,0.0,1.0,2.0,0.0,1.0,0.0,,,3.0,2.0,0.0,0,0,0,0,0,0,0,0
886,Mirage Sport Électronique,RCL,1,0.0,1.0,0.0,0.0,0.0,2.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
887,Bay State College,RCL,0,1.0,0.0,1.0,1.0,0.0,0.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
898,Chilly Mountain Wolves,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
899,ANEW Esports,RCL,1,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
910,Wichita Wolves,RCL,0,0.0,0.0,0.0,0.0,1.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
911,ANEW Rising,RCL,1,1.0,1.0,0.0,1.0,0.0,2.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
922,Supernova,RCL,1,0.0,0.0,0.0,1.0,0.0,3.0,,,4.0,1.0,1.0,1,0,0,0,1,0,0,1
923,ConViction,RCL,0,1.0,1.0,0.0,0.0,1.0,1.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
934,100 Thieves Next,RCL,1,1.0,1.0,1.0,1.0,0.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
935,Dawn Esports,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
946,Illinois State University,RCL,1,1.0,1.0,1.0,1.0,1.0,0.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
947,Mirage Élite,RCL,0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
958,FunPlus Phoenix,LPL,1,1.0,1.0,0.0,0.0,1.0,2.0,,,3.0,,1.0,0,0,0,0,0,0,0,0
959,Oh My God,LPL,0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,,0.0,0,0,0,0,0,0,0,0
970,FunPlus Phoenix,LPL,1,0.0,1.0,3.0,1.0,0.0,0.0,,,4.0,,1.0,1,1,0,0,0,0,0,0
971,Oh My God,LPL,0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,0.0,0,0,0,0,0,0,0,0
982,Rogue Warriors,LPL,0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,,0.0,0,0,0,0,0,0,0,0
983,Top Esports,LPL,1,1.0,0.0,1.0,0.0,1.0,1.0,,,3.0,,1.0,0,0,0,0,0,0,0,0
994,Rogue Warriors,LPL,1,1.0,1.0,1.0,3.0,0.0,0.0,,,4.0,,1.0,1,0,1,0,0,0,0,0
995,Top Esports,LPL,0,0.0,0.0,0.0,1.0,1.0,0.0,,,2.0,,0.0,0,0,0,0,0,0,0,0
1006,Rogue Warriors,LPL,1,0.0,1.0,2.0,0.0,0.0,0.0,,,2.0,,1.0,0,0,0,0,0,0,0,0
1007,Top Esports,LPL,0,1.0,0.0,1.0,0.0,1.0,1.0,,,3.0,,0.0,0,0,0,0,0,0,0,0
1018,Zerolag Esports,GLL,1,0.0,1.0,2.0,0.0,1.0,0.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
1019,The Spawn Esports,GLL,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1030,mCon LG UltraGear,DL,0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
1031,Dynasty,DL,1,0.0,1.0,1.0,0.0,3.0,0.0,,,5.0,1.0,1.0,1,0,0,1,0,0,0,1
1042,Zerolag Esports,GLL,1,0.0,1.0,2.0,1.0,0.0,0.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
1043,The Spawn Esports,GLL,0,1.0,0.0,1.0,0.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1054,Zerolag Esports,GLL,1,0.0,1.0,3.0,0.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
1055,The Spawn Esports,GLL,0,1.0,0.0,0.0,0.0,1.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1066,PSV Esports,DL,1,1.0,1.0,1.0,0.0,3.0,0.0,,,4.0,2.0,1.0,1,0,0,1,0,0,0,1
1067,Team Echo Zulu,DL,0,0.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1078,Dynasty,DL,1,1.0,1.0,2.0,0.0,1.0,1.0,,,4.0,2.0,1.0,1,1,0,0,0,0,0,1
1079,Team THRLL,DL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1090,Team Echo Zulu,DL,1,1.0,1.0,0.0,3.0,0.0,1.0,,,4.0,1.0,1.0,1,0,1,0,0,0,0,1
1091,LowLandLions,DL,0,0.0,0.0,1.0,1.0,0.0,0.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
1102,FrostFire,RCL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1103,Bay State College,RCL,1,1.0,1.0,2.0,0.0,1.0,1.0,,,5.0,1.0,0.0,1,1,0,0,0,0,0,0
1114,100 Thieves Next,RCL,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
1115,Revival,RCL,1,1.0,1.0,1.0,0.0,2.0,1.0,,,4.0,1.0,1.0,1,0,0,1,0,0,0,1
1126,Dawn Esports,RCL,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1127,Team Clarity,RCL,1,1.0,1.0,0.0,1.0,0.0,2.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
1138,Peak Performance X,RCL,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1139,Wichita Wolves,RCL,1,1.0,1.0,1.0,1.0,0.0,2.0,,,4.0,2.0,1.0,1,0,0,0,1,0,0,1
1150,BLACKLIST,RCL,1,0.0,0.0,0.0,0.0,0.0,2.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1151,Peak Performance Y,RCL,0,1.0,1.0,0.0,1.0,1.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
1162,Illinois State University,RCL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0,0,0,0,0,0,0,0
1163,Evil Geniuses Prodigies,RCL,1,1.0,0.0,0.0,1.0,2.0,1.0,,,4.0,0.0,1.0,1,0,0,1,0,0,0,0
1174,Supernova,RCL,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
1175,Barrage.NA,RCL,1,0.0,1.0,3.0,0.0,1.0,0.0,,,5.0,1.0,0.0,1,1,0,0,0,0,0,0
