,teamname,league,result,firstdragon,firstherald,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons,heralds,firsttower,dragon_buff,infernal_buff,mountain_buff,cloud_buff,ocean_buff,chemtech_buff,hextech_buff,herald_firsttower
130,Invictus Gaming,LPL,1,0.0,1.0,1.0,0.0,0.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
131,FunPlus Phoenix,LPL,0,1.0,0.0,2.0,1.0,0.0,1.0,,,4.0,1.0,0.0,1,1,0,0,0,0,0,0
142,Invictus Gaming,LPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
143,FunPlus Phoenix,LPL,1,1.0,1.0,1.0,1.0,2.0,0.0,,,5.0,1.0,1.0,1,0,0,1,0,0,0,1
154,LGD Gaming,LPL,1,0.0,1.0,2.0,0.0,1.0,0.0,,,3.0,2.0,0.0,0,0,0,0,0,0,0,0
155,LNG Esports,LPL,0,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,0.0,1.0,0,0,0,0,0,0,0,0
166,Invictus Gaming,LPL,1,1.0,1.0,1.0,1.0,0.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
167,FunPlus Phoenix,LPL,0,0.0,0.0,0.0,1.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
178,LNG Esports,LPL,1,1.0,0.0,1.0,1.0,2.0,0.0,,,4.0,1.0,0.0,1,0,0,1,0,0,0,0
179,LGD Gaming,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0,0,0,0,0,0,0,1
190,LGD Gaming,LPL,0,0.0,0.0,2.0,1.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
191,LNG Esports,LPL,1,1.0,1.0,2.0,0.0,1.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
202,eStar,LPL,1,1.0,1.0,3.0,0.0,1.0,0.0,,,4.0,2.0,0.0,1,1,0,0,0,0,0,0
203,Rogue Warriors,LPL,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
214,Rogue Warriors,LPL,0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,2.0,0.0,0,0,0,0,0,0,0,0
215,eStar,LPL,1,1.0,0.0,3.0,0.0,1.0,0.0,,,4.0,0.0,1.0,1,1,0,0,0,0,0,0
226,Oh My God,LPL,0,1.0,1.0,1.0,0.0,0.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
227,JD Gaming,LPL,1,0.0,0.0,1.0,0.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
238,Oh My God,LPL,0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
239,JD Gaming,LPL,1,1.0,0.0,1.0,0.0,0.0,2.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
250,Vici Gaming,LPL,0,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
251,Bilibili Gaming,LPL,1,0.0,1.0,0.0,1.0,0.0,1.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
274,Vici Gaming,LPL,0,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
275,Bilibili Gaming,LPL,1,0.0,1.0,0.0,1.0,0.0,2.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
286,Invictus Gaming,LPL,1,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
287,Dominus Esports,LPL,0,1.0,0.0,1.0,0.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
298,Dominus Esports,LPL,0,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
299,Invictus Gaming,LPL,1,0.0,1.0,0.0,0.0,2.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
310,Victory Five,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
311,EDward Gaming,LPL,1,1.0,0.0,1.0,0.0,1.0,2.0,,,4.0,1.0,1.0,1,0,0,0,1,0,0,1
322,Victory Five,LPL,0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
323,EDward Gaming,LPL,1,1.0,0.0,2.0,1.0,0.0,1.0,,,5.0,0.0,0.0,1,1,0,0,0,0,0,0
334,Rogue Warriors,LPL,1,0.0,1.0,1.0,1.0,0.0,0.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
335,Suning,LPL,0,1.0,0.0,3.0,0.0,1.0,0.0,,,4.0,1.0,1.0,1,1,0,0,0,0,0,1
346,Suning,LPL,0,1.0,1.0,1.0,1.0,0.0,0.0,,,2.0,2.0,0.0,0,0,0,0,0,0,0,0
347,Rogue Warriors,LPL,1,0.0,0.0,0.0,2.0,0.0,1.0,,,3.0,0.0,1.0,0,0,0,0,0,0,0,0
370,FunPlus Phoenix,LPL,1,1.0,1.0,0.0,1.0,0.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
371,eStar,LPL,0,0.0,0.0,1.0,0.0,0.0,3.0,,,4.0,0.0,0.0,1,0,0,0,1,0,0,0
382,eStar,LPL,1,1.0,0.0,0.0,1.0,1.0,2.0,,,4.0,1.0,1.0,1,0,0,0,1,0,0,1
383,FunPlus Phoenix,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
394,LNG Esports,LPL,0,0.0,1.0,0.0,1.0,0.0,0.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
395,Top Esports,LPL,1,1.0,0.0,1.0,2.0,1.0,0.0,,,4.0,0.0,0.0,1,0,1,0,0,0,0,0
406,Top Esports,LPL,1,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
407,LNG Esports,LPL,0,1.0,0.0,0.0,1.0,1.0,1.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
418,JD Gaming,LPL,1,0.0,1.0,0.0,2.0,0.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
419,Team WE,LPL,0,1.0,0.0,1.0,0.0,0.0,1.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
430,Team WE,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
431,JD Gaming,LPL,1,1.0,0.0,1.0,2.0,0.0,1.0,,,4.0,1.0,1.0,1,0,1,0,0,0,0,1
442,Bilibili Gaming,LPL,0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
443,Royal Never Give Up,LPL,1,1.0,0.0,1.0,1.0,0.0,2.0,,,4.0,0.0,0.0,1,0,0,0,1,0,0,0
466,Bilibili Gaming,LPL,1,1.0,1.0,1.0,0.0,0.0,2.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
467,Royal Never Give Up,LPL,0,0.0,0.0,0.0,1.0,0.0,2.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
478,Boavista FC,LPLOL,1,0.0,1.0,0.0,0.0,2.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
479,Estoril Praia eSports,LPLOL,0,1.0,0.0,0.0,1.0,1.0,0.0,,,2.0,1.0,0.0,0,0,0,0,0,0,0,0
490,For The Win Esports,LPLOL,1,1.0,0.0,1.0,2.0,1.0,0.0,,,5.0,1.0,0.0,1,0,1,0,0,0,0,0
491,EGN Esports,LPLOL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0,0,0,0,0,0,0,1
502,Cidade Curiosa Esports,LPLOL,1,0.0,1.0,0.0,3.0,1.0,0.0,,,5.0,1.0,1.0,1,0,1,0,0,0,0,1
503,SAMCLAN Esports Club,LPLOL,0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
514,GeekCase eSports,LPLOL,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
515,GTZ Bulls,LPLOL,1,0.0,1.0,1.0,0.0,0.0,2.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
526,Vici Gaming,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
527,Dominus Esports,LPL,1,1.0,0.0,2.0,1.0,1.0,0.0,,,4.0,1.0,1.0,1,1,0,0,0,0,0,1
538,Vici Gaming,LPL,1,1.0,1.0,2.0,0.0,1.0,1.0,,,5.0,2.0,1.0,1,1,0,0,0,0,0,1
539,Dominus Esports,LPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
550,Vici Gaming,LPL,1,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
551,Dominus Esports,LPL,0,1.0,0.0,0.0,1.0,2.0,1.0,,,4.0,0.0,0.0,1,0,0,1,0,0,0,0
562,SAMCLAN Esports Club,LPLOL,1,1.0,1.0,1.0,2.0,0.0,1.0,,,4.0,2.0,1.0,1,0,1,0,0,0,0,1
563,GeekCase eSports,LPLOL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
574,EDward Gaming,LPL,1,1.0,0.0,0.0,1.0,1.0,2.0,,,4.0,0.0,0.0,1,0,0,0,1,0,0,0
575,Top Esports,LPL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,0,0,0,0,0,0,0,1
586,GTZ Bulls,LPLOL,0,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
587,Boavista FC,LPLOL,1,0.0,0.0,3.0,0.0,0.0,0.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
598,Top Esports,LPL,1,0.0,1.0,0.0,0.0,1.0,2.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
599,EDward Gaming,LPL,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
610,EDward Gaming,LPL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0,0,0,0,0,0,0,1
611,Top Esports,LPL,1,1.0,1.0,0.0,1.0,2.0,1.0,,,5.0,1.0,0.0,1,0,0,1,0,0,0,0
622,EGN Esports,LPLOL,1,1.0,1.0,2.0,1.0,0.0,1.0,,,4.0,2.0,1.0,1,1,0,0,0,0,0,1
623,Cidade Curiosa Esports,LPLOL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
634,Estoril Praia eSports,LPLOL,0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0,0,0,0,0,0,0,1
635,For The Win Esports,LPLOL,1,1.0,0.0,3.0,1.0,0.0,0.0,,,4.0,1.0,0.0,1,1,0,0,0,0,0,0
646,LUL Esports,GLL,1,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
647,Team Refuse,GLL,0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
658,Greek Regenesis eSports,GLL,0,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
659,Gamespace Mediterranean College Esports,GLL,1,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0,0,0,0,0,0,0,0
670,WLGaming Esports,GLL,0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
671,Intrepid Fox Gaming,GLL,1,0.0,1.0,0.0,0.0,1.0,1.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
682,Pyrsos Esports,GLL,1,1.0,1.0,1.0,1.0,2.0,0.0,,,4.0,2.0,1.0,1,0,0,1,0,0,0,1
683,Laughing Coffins,GLL,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
694,Gamespace Mediterranean College Esports,GLL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
695,Team Refuse,GLL,1,1.0,1.0,1.0,1.0,2.0,0.0,,,4.0,2.0,1.0,1,0,0,1,0,0,0,1
706,RSC Anderlecht Esports,BL,1,1.0,1.0,2.0,0.0,1.0,1.0,,,4.0,2.0,1.0,1,1,0,0,0,0,0,1
707,Brussels Guardians,BL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
718,Intrepid Fox Gaming,GLL,1,1.0,1.0,0.0,1.0,1.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
719,Pyrsos Esports,GLL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
730,Sector One,BL,1,1.0,1.0,1.0,0.0,0.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
731,Timeout Esports,BL,0,0.0,0.0,0.0,3.0,0.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
742,Brussels Guardians,BL,1,1.0,1.0,0.0,1.0,0.0,3.0,,,4.0,1.0,1.0,1,0,0,0,1,0,0,1
743,KV Mechelen Esports,BL,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
754,LUL Esports,GLL,0,0.0,0.0,1.0,0.0,2.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
755,Greek Regenesis eSports,GLL,1,1.0,1.0,0.0,0.0,1.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
766,Laughing Coffins,GLL,0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
767,WLGaming Esports,GLL,1,1.0,1.0,0.0,0.0,1.0,1.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
778,Sector One,BL,1,1.0,0.0,0.0,1.0,1.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
779,Aethra Esports,BL,0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
790,Valorous,LHE,1,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0,0,0,0,0,0,0,0
791,Dark Horse,LHE,0,1.0,0.0,1.0,1.0,0.0,2.0,,,4.0,0.0,1.0,1,0,0,0,1,0,0,0
802,Humanoids5,LHE,0,1.0,0.0,0.0,0.0,1.0,2.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
803,FroztFire Team,LHE,1,0.0,1.0,1.0,0.0,0.0,1.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
814,Furious Gaming Chile,LHE,0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
815,Kaos Latin Gamers,LHE,1,1.0,1.0,1.0,2.0,1.0,0.0,,,4.0,1.0,1.0,1,0,1,0,0,0,0,1
826,Azules Esports Academy,LHE,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
827,Rebirth eSports,LHE,1,1.0,1.0,1.0,0.0,2.0,1.0,,,4.0,2.0,1.0,1,0,0,1,0,0,0,1
838,ACE 1,LHE,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
839,Universidad Católica Esports,LHE,1,1.0,1.0,2.0,1.0,0.0,1.0,,,4.0,2.0,1.0,1,1,0,0,0,0,0,1
850,mCon LG UltraGear,DL,1,1.0,1.0,1.0,0.0,1.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
851,Team Echo Zulu,DL,0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
862,WLGaming Esports,GLL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
863,Pyrsos Esports,GLL,1,1.0,1.0,0.0,1.0,1.0,2.0,,,4.0,1.0,1.0,1,0,0,0,1,0,0,1
874,ad hoc gaming,PRM,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,0,0,0,0,0,0,0,1
875,FC Schalke 04 Evolution,PRM,1,1.0,0.0,2.0,0.0,1.0,1.0,,,5.0,0.0,0.0,1,1,0,0,0,0,0,0
886,Greek Regenesis eSports,GLL,1,1.0,0.0,0.0,1.0,1.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
887,Team Refuse,GLL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0,0,0,0,0,0,0,1
898,Unicorns of Love Sexy Edition,PRM,0,0.0,1.0,0.0,1.0,1.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
899,OP innogy eSport,PRM,1,1.0,0.0,1.0,1.0,0.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
910,PSV Esports,DL,1,1.0,1.0,1.0,0.0,0.0,2.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
911,Team THRLL,DL,0,0.0,0.0,0.0,1.0,0.0,1.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
922,Intrepid Fox Gaming,GLL,1,1.0,1.0,1.0,0.0,1.0,2.0,,,4.0,2.0,1.0,1,0,0,0,1,0,0,1
923,Laughing Coffins,GLL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
934,Misfits Premier,LFL,1,1.0,0.0,1.0,1.0,0.0,2.0,,,4.0,0.0,0.0,1,0,0,0,1,0,0,0
935,IZI Dream,LFL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,0,0,0,0,0,0,0,1
946,SK Gaming Prime,PRM,1,0.0,0.0,0.0,0.0,3.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
947,GamerLegion,PRM,0,1.0,1.0,1.0,1.0,1.0,0.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
958,Dynasty,DL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0,0,0,0,0,0,0,0
959,mCon LG UltraGear,DL,1,1.0,1.0,1.0,2.0,1.0,0.0,,,4.0,2.0,0.0,1,0,1,0,0,0,0,0
970,LUL Esports,GLL,1,1.0,1.0,0.0,1.0,3.0,0.0,,,4.0,1.0,1.0,1,0,0,1,0,0,0,1
971,Gamespace Mediterranean College Esports,GLL,0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
982,Berlin International Gaming,PRM,0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
983,mYinsanity,PRM,1,1.0,0.0,1.0,0.0,2.0,1.0,,,5.0,0.0,0.0,1,0,0,1,0,0,0,0
994,Team THRLL,DL,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
995,Defusekids,DL,1,1.0,0.0,1.0,1.0,0.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
1006,GameWard,LFL,1,0.0,0.0,3.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
1007,Team MCES,LFL,0,1.0,1.0,1.0,1.0,0.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
1018,Solary,LFL,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1019,GamersOrigin,LFL,1,1.0,1.0,1.0,1.0,0.0,0.0,,,2.0,2.0,1.0,0,0,0,0,0,0,0,1
1030,MOUZ,PRM,0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1031,EURONICS Gaming,PRM,1,1.0,1.0,0.0,1.0,1.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
1042,Furious Gaming Chile,LHE,1,1.0,1.0,1.0,2.0,0.0,1.0,,,4.0,2.0,1.0,1,0,1,0,0,0,0,1
1043,FroztFire Team,LHE,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1054,Vitality.Bee,LFL,1,1.0,1.0,1.0,0.0,2.0,0.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
1055,LDLC OL,LFL,0,0.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1066,Rebirth eSports,LHE,1,1.0,1.0,0.0,2.0,1.0,1.0,,,5.0,2.0,1.0,1,0,1,0,0,0,0,1
1067,Valorous,LHE,0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1078,Humanoids5,LHE,0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
1079,Azules Esports Academy,LHE,1,1.0,0.0,0.0,1.0,3.0,0.0,,,5.0,0.0,0.0,1,0,0,1,0,0,0,0
1090,Kaos Latin Gamers,LHE,1,0.0,1.0,0.0,0.0,0.0,2.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
1091,ACE 1,LHE,0,1.0,0.0,1.0,1.0,0.0,1.0,,,3.0,1.0,0.0,0,0,0,0,0,0,0,0
1102,Samsung Morning Stars,PGN,1,1.0,0.0,2.0,1.0,1.0,0.0,,,4.0,1.0,1.0,1,1,0,0,0,0,0,1
1103,QLASH Forge,PGN,0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
1114,YDN Esports,PGN,1,1.0,0.0,0.0,1.0,1.0,1.0,,,3.0,1.0,1.0,0,0,0,0,0,0,0,1
1115,aNc Outplayed,PGN,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
1126,Misfits Premier,LFL,0,1.0,1.0,1.0,0.0,1.0,0.0,,,2.0,1.0,1.0,0,0,0,0,0,0,0,1
1127,GameWard,LFL,1,0.0,0.0,0.0,0.0,0.0,2.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1138,MOBA ROG,PGN,0,0.0,0.0,0.0,1.0,1.0,0.0,,,2.0,0.0,0.0,0,0,0,0,0,0,0,0
1139,Racoon,PGN,1,1.0,1.0,0.0,0.0,2.0,1.0,,,3.0,2.0,1.0,0,0,0,0,0,0,0,1
1150,GamersOrigin,LFL,1,0.0,0.0,0.0,1.0,3.0,0.0,,,4.0,1.0,1.0,1,0,0,1,0,0,0,1
1151,IZI Dream,LFL,0,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0,0,0,0,0,0,0,0
1162,Cyberground Gaming,PGN,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,0,0,0,0,0,0,0,1
1163,Campus Party Sparks,PGN,1,1.0,0.0,1.0,1.0,0.0,2.0,,,5.0,0.0,0.0,1,0,0,0,1,0,0,0
1174,LDLC OL,LFL,1,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,2.0,1.0,0,0,0,0,0,0,0,1
1175,Solary,LFL,0,1.0,0.0,1.0,1.0,1.0,0.0,,,3.0,0.0,0.0,0,0,0,0,0,0,0,0
1186,Vitality.Bee,LFL,1,0.0,1.0,3.0,0.0,0.0,1.0,,,4.0,2.0,1.0,1,1,0,0,0,0,0,1
1187,Team MCES,LFL,0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0
1198,QLASH Forge,PGN,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,0,0,0
1199,Racoon,PGN,1,1.0,1.0,2.0,0.0,1.0,1.0,,,4.0,1.0,1.0,1,1,0,0,0,0,0,1
